datetime,open,high,low,close,volume
1477958400000.0,470361.56,489589.58,467846.0,489589.58,3.04523889
1478001600000.0,491118.45,491118.45,481972.26,486690.86,22.00127231
1478044800000.0,483922.54,485373.01,477805.11,482392.63,8.85757344
1478088000000.0,483062.95,490850.51,478699.14,490850.51,33.76734255
1478131200000.0,493756.08,498000.0,484815.87,487970.28,10.71800756
1478174400000.0,491195.7,494212.24,449879.51,457167.54,46.94112711
1478217600000.0,455717.8,468811.88,453919.09,465170.33,1.99331827
1478260800000.0,465164.77,471879.51,456752.17,471536.15,28.99237497
1478304000000.0,468387.77,473762.87,465833.07,469027.61,1.46892988
1478347200000.0,469399.2,476437.38,465242.37,476437.38,0.13851207
1478390400000.0,467947.94,470475.63,466481.33,470475.63,3.20210506
1478433600000.0,466309.21,474940.23,466309.21,468181.39,2.13825098
1478476800000.0,468359.87,469348.68,467068.23,469348.68,0.00283462
1478520000000.0,465760.43,472933.11,462969.63,469934.38,20.1398084
1478563200000.0,468559.02,470245.9,463500.0,463502.84,4.37330348
1478606400000.0,466835.24,476463.45,464582.48,473000.0,22.31815595
1478649600000.0,469288.32,487000.0,466863.7,486188.66,27.24440035
1478692800000.0,486115.99,487000.0,474877.58,481632.43,28.81408131
1478736000000.0,477649.92,477649.92,473024.98,473024.98,8.1955317
1478779200000.0,475040.0,480749.14,471307.96,475749.26,9.7958225
1478822400000.0,477344.68,482308.76,474732.14,478846.62,6.78192751
1478865600000.0,479171.79,487263.97,478153.17,481156.83,37.15306504
1478908800000.0,483000.0,483500.0,480799.49,480799.49,0.0602728
1478952000000.0,476653.76,479624.63,474000.0,474000.0,0.62378792
1478995200000.0,474000.0,474000.0,463059.45,463059.45,4.20454998
1479038400000.0,472019.32,480009.54,463222.08,474217.48,3.71781484
1479081600000.0,474507.19,475571.87,472237.25,475571.87,1.95042152
1479124800000.0,471670.25,483956.97,471435.47,478180.89,22.34619073
1479168000000.0,479285.17,486585.22,478434.13,481310.0,7.51156095
1479211200000.0,481310.0,493021.47,481284.06,483701.89,24.66002922
1479254400000.0,482609.02,488043.25,482405.39,488043.25,0.28958711
1479297600000.0,488467.88,503800.0,483888.61,498000.0,26.56028431
1479340800000.0,503469.69,503800.0,455000.0,466121.0,9.35909068
1479384000000.0,502501.16,509000.0,466121.0,504791.35,4.90774207
1479427200000.0,508517.99,508517.99,490000.0,490000.0,0.0481
