datetime,open,high,low,close,volume
1477958400000.0,2099950.0,2100000.0,2099950.0,2100000.0,2.279
1478001600000.0,2115664.74,2115664.74,2115664.74,2115664.74,0.2033
1478044800000.0,2100541.0,2100541.0,2100541.0,2100541.0,0.3378
1478088000000.0,2200000.0,2200000.0,2200000.0,2200000.0,0.86243705
1478174400000.0,2250000.0,2250000.0,2026909.28,2038008.07,4.65866222
1478260800000.0,2173361.5,2192224.31,2001026.82,2192224.31,2.75667938
1478606400000.0,2040100.23,2041656.9,2021216.07,2030280.91,3.5169
1478692800000.0,2211234.0,2231104.84,2210000.0,2210000.0,2.52788905
1478736000000.0,2210750.0,2210750.0,2210750.0,2210750.0,0.00151
1478779200000.0,2120783.3,2120783.3,2110157.05,2110157.05,1.84292469
1478865600000.0,2130780.54,2230000.0,2124669.72,2124669.72,0.36734819
1479081600000.0,2101766.08,2101766.08,2099803.22,2099803.22,0.50251579
1479124800000.0,2200000.0,2200000.0,2200000.0,2200000.0,0.06738185
1479211200000.0,2150667.87,2150667.87,2150611.32,2150611.32,0.2378
1479297600000.0,2184261.73,2235052.94,2184261.73,2235052.94,0.1808
1479384000000.0,2239102.64,2239102.64,2224592.91,2230996.16,3.44
1479470400000.0,2279574.93,2288489.33,2279574.93,2288489.33,0.3571
1479556800000.0,2284452.34,2284452.34,2284452.34,2284452.34,0.0072
1479600000000.0,2298027.5,2298027.5,2298027.5,2298027.5,0.37
1479643200000.0,2284500.0,2284500.0,2253783.03,2253783.03,0.02
1479729600000.0,2320000.0,2320000.0,2219201.55,2219201.55,0.53022761
1479772800000.0,2349987.0,2349987.0,2349987.0,2349987.0,0.0
1479816000000.0,2349987.0,2401003.77,2238779.21,2258525.7,2.07002729
1479859200000.0,2254000.0,2254000.0,2220336.29,2220336.29,0.1341
1479988800000.0,2350500.0,2381810.46,2230000.0,2381810.46,8.01961162
1480032000000.0,2225000.0,2225000.0,2224536.52,2224536.52,0.0073
1480075200000.0,2365285.27,2381644.18,2365285.27,2381644.18,0.05048416
1480118400000.0,2243585.22,2243585.22,2243585.22,2243585.22,0.1359
1480161600000.0,2364874.96,2364874.96,2364874.96,2364874.96,0.03805698
1480204800000.0,2235724.0,2235724.0,2214311.73,2214311.73,0.03174079
1480248000000.0,2207314.92,2217528.8,2207314.92,2217528.8,0.0992
1480334400000.0,2203045.61,2207477.33,2203045.61,2207477.33,0.1119
1480377600000.0,2208024.36,2208024.36,2208024.36,2208024.36,0.027
1480420800000.0,2215636.53,2217000.0,2215636.53,2217000.0,0.0953
1480464000000.0,2210000.0,2211826.32,2207366.16,2211826.32,0.34476149
1480550400000.0,2177284.86,2177284.86,2177284.86,2177284.86,0.04510236
1480593600000.0,2216157.46,2216157.46,2209547.22,2209547.22,3.27
1480636800000.0,2241825.11,2258177.29,2241324.8,2241324.8,1.45184105
1480680000000.0,2264593.84,2325000.0,2264593.84,2283476.5,0.97516532
1480723200000.0,2324000.0,2399888.0,2324000.0,2399888.0,1.24566257
1480766400000.0,2242088.86,2243269.03,2242088.86,2243269.03,0.21723542
1480809600000.0,2241156.67,2241156.67,2241156.67,2241156.67,0.0118
1480939200000.0,2224050.0,2339020.33,2173640.8,2300000.0,1.57815877
1481025600000.0,2180000.0,2180000.0,2180000.0,2180000.0,0.0027
1481112000000.0,2181994.81,2337643.74,2180866.47,2337643.74,1.0718637
1481241600000.0,2195300.48,2195300.48,2195300.48,2195300.48,0.054
1481284800000.0,2360146.45,2360840.95,2213891.99,2214494.01,0.90324487
1481328000000.0,2221865.65,2221865.65,2221865.65,2221865.65,0.05882353
1481414400000.0,2225022.0,2225022.0,2225022.0,2225022.0,0.019
1481500800000.0,2232962.59,2232962.59,2228330.7,2228330.7,3.93
1481544000000.0,2364924.6,2369684.34,2227000.0,2369684.34,0.91478466
1481587200000.0,2247036.0,2247036.0,2247036.0,2247036.0,0.01
1481630400000.0,2230000.0,2230000.0,2230000.0,2230000.0,0.20056768
1481673600000.0,2230000.0,2230000.0,2230000.0,2230000.0,0.02
1481716800000.0,2342310.53,2342310.53,2230000.0,2230000.0,0.43197482
1481760000000.0,2230000.0,2230000.0,2230000.0,2230000.0,0.0011
1481803200000.0,2231133.56,2236803.15,2231133.56,2236726.27,2.92548856
1481889600000.0,2350000.0,2400698.0,2240000.0,2256562.43,2.02840672
1481932800000.0,2265252.81,2265252.81,2265252.81,2265252.81,0.1736
1482019200000.0,2277022.22,2277022.22,2277022.22,2277022.22,0.0089
1482105600000.0,2274500.0,2274500.0,2274500.0,2274500.0,0.0278
1482148800000.0,2274500.0,2285584.49,2274000.0,2282416.27,0.6933
1482192000000.0,2282000.0,2420000.0,2281000.0,2281000.0,0.31309769
1482235200000.0,2419500.0,2419500.0,2419500.0,2419500.0,0.1867137
1482278400000.0,2301000.0,2301000.0,2301000.0,2301000.0,0.053
1482321600000.0,2350000.0,2485000.0,2300152.0,2300152.0,2.70976055
1482408000000.0,2321000.0,2622046.19,2320000.0,2340000.0,1.32636585
1482494400000.0,2773217.86,2773977.68,2599634.23,2599634.23,0.9334382
1482537600000.0,2636000.0,2636000.0,2636000.0,2636000.0,0.36
1482667200000.0,2580000.0,2580000.0,2568307.05,2568307.05,0.5857
1482753600000.0,2599000.0,2781179.16,2599000.0,2781000.0,1.4953899
1482840000000.0,2680000.0,2700000.0,2680000.0,2700000.0,0.1496
1482883200000.0,2750000.0,2750000.0,2750000.0,2750000.0,0.01672471
1482926400000.0,2850000.0,3017563.09,2790000.0,3017563.09,4.59226025
1483012800000.0,2970166.79,2970166.79,2760000.0,2771987.54,0.40713886
1483099200000.0,2936705.23,2956189.79,2780000.0,2780000.0,0.30727506
1483358400000.0,2938977.94,3154815.13,2938977.94,2958024.01,0.46107852
1483401600000.0,3050000.0,3050000.0,2964001.0,2970000.0,0.23714262
1483444800000.0,2970000.0,3123566.11,2970000.0,3122990.7,2.23099724
1483488000000.0,2978638.4,3074144.15,2978638.4,3074144.15,0.5411
1483531200000.0,3150000.0,3380064.91,3125000.0,3380064.91,0.54033224
1483574400000.0,3390000.0,3390000.0,3250000.0,3250000.0,1.502503
1483617600000.0,2741204.68,3550000.0,2671425.51,3000000.0,2.31538183
1483660800000.0,3010000.0,3010000.0,3000000.0,3000000.0,1.22604321
1483704000000.0,2600000.0,3356000.0,2600000.0,3350000.0,1.18535773
1483747200000.0,2683992.9,3300000.0,2679502.06,3300000.0,0.04018524
