lowest,volume,amount,avg_price,opening,date,closing,highest,quantity
268.88,17745.8566489,32,274.47326852,273.0,2013-08-20,275.0,275.0,64.65422569
274.9,17287.15215193,35,280.10156157,274.9,2013-08-21,284.99999,284.99999,61.71744297
277.001,10980.35319749,48,285.23742084,284.95,2013-08-22,288.89,294.99,38.4954862
271.1,30987.62813947,54,278.53737799,288.89,2013-08-23,288.969,294.37,111.25123803
272.0,937.43864606,11,277.83548126,272.0,2013-08-24,277.99,278.0,3.37407822
273.0,82.71412933,2,277.69072803,277.99,2013-08-25,273.0,277.99,0.29786421
276.01,10309.89709155,28,279.40597256,276.01,2013-08-26,283.96,283.96,36.89934398
278.0,18730.93086206,57,297.05333979,278.0,2013-08-27,300.6,306.12,63.05578276
298.1,21887.37497346,52,304.79066646,300.6,2013-08-28,311.91,314.98999,71.811172
303.1,10073.28986032,39,309.89197325,314.98899,2013-08-29,310.5,314.98899,32.50581083
304.0,26659.72285196,55,311.01583117,305.0,2013-08-30,319.95,320.0,85.71821811
315.1,6863.30719583,26,335.99937923,315.1,2013-08-31,341.9,345.0,20.42654725
337.00002,4295.86671914,14,343.63849144,341.5,2013-09-01,347.9,347.9,12.50112204
335.0,34717.0600281,52,341.52600892,345.0,2013-09-02,340.00001,348.49,101.65275593
340.0,16838.63147981,39,341.4652552,340.00001,2013-09-03,342.0,347.77,49.31286924
300.0,30979.13120151,74,328.4409252,340.0,2013-09-04,315.0,341.0,94.32177547
310.0,22064.81251353,63,321.83047096,312.0,2013-09-05,332.99999,337.0,68.56035865
252.0,11277.97566305,48,311.98834118,328.0,2013-09-06,252.0,334.0,36.1487087
261.01,2004.52091781,6,273.54745627,303.9,2013-09-07,261.01,309.39999,7.32787263
261.00001,2022.97588742,14,261.03442741,261.01,2013-09-08,261.00001,261.2,7.74984322
300.0,9033.98328248,27,305.8234302,305.0,2013-09-09,308.99999,309.0,29.53986644
286.0,7318.49816934,20,305.9627128,308.97,2013-09-10,308.91,308.97,23.91957537
300.0,25649.2358302,49,308.9465806,300.0,2013-09-11,313.0,313.0,83.02158833
305.00001,13294.09995689,42,311.33847446,308.0,2013-09-13,306.0,314.0,42.69983008
303.0,1722.87863726,12,306.40136411,310.0,2013-09-14,305.99,310.0,5.62294702
303.0,1373.48887006,11,307.98947291,303.0,2013-09-15,313.0,313.0,4.45953187
302.1,8006.35613439,49,313.4749237,312.99999,2013-09-16,319.29,319.69,25.54065901
306.01,9709.12841401,36,316.35169163,318.89,2013-09-17,318.88,318.9,30.6909325
306.55,12864.39550374,50,317.32284493,318.88,2013-09-18,316.9,318.9,40.54040139
281.0,22189.62965447,62,309.76136407,315.0,2013-09-19,313.0,316.9,71.63459433
300.0,3786.15675794,24,311.82158336,313.0,2013-09-20,313.0,313.0,12.14206123
313.0,940.21462048,9,315.87760975,313.0,2013-09-21,316.89999,316.89999,2.97651556
298.0,3004.05705075,12,301.9230095,309.0,2013-09-22,312.9,312.9,9.94974532
301.1,5104.42033103,24,311.03117829,312.9,2013-09-23,313.0,313.0,16.41128185
299.0,5988.14217398,74,305.68797654,312.98,2013-09-24,308.99,312.99,19.58906674
301.0,26461.45202499,100,311.76898625,304.566,2013-09-25,314.0,316.9,84.87519026
308.5,13890.26403471,49,313.47770065,313.99,2013-09-26,314.0,314.0,44.31021411
313.0,21838.4324896,36,314.18530581,314.0,2013-09-27,330.0,330.0,69.50812812
313.42,2571.54821498,23,331.46588474,313.4332,2013-09-28,325.0,336.99999,7.75810825
315.0,15317.26807287,70,337.32761602,330.0,2013-09-29,318.0,344.78,45.40769076
320.7,13652.77364558,39,331.56594749,340.0,2013-09-30,334.5,343.87,41.176646
320.0,22846.45303972,78,330.30830935,328.0,2013-10-01,327.99,343.87,69.16705512
256.0,72047.83458063,101,296.21269937,327.99,2013-10-02,297.89,328.0,243.23006655
285.0,19883.5790414,55,294.76778744,297.99,2013-10-03,299.68,302.99,67.45506086
292.16,29872.54119171,36,301.02436261,299.68,2013-10-04,301.5,306.0,99.23629082
299.0,2114.11933479,11,301.94334605,300.0,2013-10-05,305.96,305.98,7.00170864
298.0,1450.4339836,8,298.5894416,298.0,2013-10-06,300.99,300.99,4.8576198
296.0,19116.25004267,63,302.41703313,300.99,2013-10-07,300.0,328.0,63.21155209
299.65,19056.51752987,64,307.2009004,308.5,2013-10-08,305.0,311.41,62.03275285
303.0,19433.44878748,63,308.89760521,305.0,2013-10-09,310.0,315.99,62.91226756
305.0,15011.43133419,52,312.37672089,308.0,2013-10-10,307.1,315.98899,48.05553785
308.0,6055.70685253,32,311.66323089,313.32,2013-10-11,311.74,314.99899,19.43028966
307.0,4584.00095676,27,309.59919748,311.74,2013-10-12,307.0,312.95,14.80624302
297.0,21150.79818008,121,320.77604684,312.75,2013-10-14,331.0,342.0,65.93633904
321.3882,18696.24259298,111,342.26287898,321.3882,2013-10-15,345.0,359.0,54.62538809
335.0,23591.40657645,133,338.84601654,354.9996,2013-10-16,339.0321,358.9,69.6227945
337.7214,10677.53509506,46,346.64928169,337.7214,2013-10-17,349.0,349.0,30.8021267
340.0,30352.88352602,113,355.1551053,349.0,2013-10-18,360.0,360.0,85.46373985
346.0,29646.22937998,142,414.65595316,346.0,2013-10-19,428.99999,756.25235,71.4959695
415.98,4708.68000177,3,416.02294228,429.65,2013-10-20,416.01,429.65,11.31831811
390.00001,23337.42567331,90,411.38162536,407.5374,2013-10-21,429.65,429.65,56.72938273
420.0,29124.8026593,68,433.22445233,434.9999,2013-10-22,420.0,444.0,67.22797502
423.001,32048.41050791,52,449.76595351,435.50879,2013-10-23,495.21,496.99999,71.25575037
365.0,23672.6418335,95,451.61343809,483.4934,2013-10-24,468.0,492.0,52.41793055
380.0,31852.73193029,90,433.45034937,446.4934,2013-10-25,464.0,468.0,73.48646039
425.0,6716.67855203,17,432.00990199,435.0,2013-10-26,450.0,464.0,15.54751065
420.0,7135.54833187,25,432.50631642,450.0,2013-10-27,440.0,454.98,16.4981367
436.5101,63069.04092725,52,449.71332294,444.9999,2013-10-28,468.888,469.22,140.24276736
442.0,11137.74141767,59,476.06751634,469.0,2013-10-29,459.5022,488.98999,23.39529801
470.0,7437.10892216,56,482.30014496,488.98999,2013-10-30,480.0,488.98999,15.42008436
465.0,27034.06422782,77,483.08704339,479.98,2013-10-31,485.89999,488.99,55.9610625
465.0001,17849.98543337,71,487.4162952,465.0001,2013-11-01,488.99,488.99,36.62164275
471.0002,4982.40526153,28,484.05753533,488.99,2013-11-02,477.0,488.99,10.29300217
471.5003,21875.92418425,42,499.55290213,485.0,2013-11-03,507.85,513.21,43.7910061
485.0,53864.90708788,155,573.09806655,507.85,2013-11-04,590.0,648.9,93.98898763
557.0,60030.41832911,176,626.43903196,629.99999,2013-11-05,641.0,644.1,95.82802997
620.0,61915.70875774,172,669.42902241,620.0,2013-11-06,696.21,696.21,92.49032636
671.0,110706.59004248,210,742.43538601,696.21,2013-11-07,777.68888,797.15,149.11276069
752.72,146765.71791379,270,846.80146257,752.7379,2013-11-08,929.7,929.9799,173.31774259
800.0,80658.15196991,220,912.86220769,925.0,2013-11-09,868.0,989.4399,88.35742272
703.0001,26343.92211451,74,832.19561839,800.00011,2013-11-10,850.0,898.9989,31.65592504
850.05,51578.40962662,155,907.00278738,874.9999,2013-11-11,936.98999,943.0,56.86687003
902.00002,86082.5739819,198,948.87124565,936.0,2013-11-12,910.0001,987.99,90.72102709
1016.0,97672.66950598,206,1139.17997231,1099.0,2013-11-14,1139.96,1173.99998,85.73945459
990.0,64834.46101386,141,1105.73509147,1139.96,2013-11-15,1015.0,1169.99,58.63471415
1080.0,7344.99522292,37,1140.53503642,1143.999,2013-11-16,1120.0,1147.5,6.4399558
1125.0,59066.883161,147,1221.59273836,1125.0,2013-11-17,1274.0,1274.99,48.35235288
1211.0,484268.20020228,719,1668.90692526,1274.0,2013-11-18,1800.0,2200.0,290.17088543
1600.0,347618.58991004,534,1777.18221317,1800.0,2013-11-19,1775.0,1890.0,195.60098415
1001.0,215209.34882659,474,1552.44713699,1752.2401,2013-11-20,1694.99,1775.0,138.62587891
1629.7625,165743.47636069,333,1759.09545245,1693.99999,2013-11-21,1808.99,1829.99,94.22085432
1789.5,177762.28076648,433,1872.76428276,1808.99,2013-11-22,1925.00001,1950.0,94.91973037
1895.0001,92116.24728463,198,1968.86849895,1925.00001,2013-11-23,1965.0,2001.0,46.7863889
1703.0,137220.37418322,204,1896.41125636,1984.999,2013-11-24,1930.0,1988.0,72.35792011
1879.5,195016.67893794,339,1953.98085312,1930.0,2013-11-25,1980.0,2020.0,99.80480547
1951.01,375841.67559729,682,2121.95086273,1979.0,2013-11-26,2219.9999,2230.0,177.12081943
2136.0,516624.14903559,849,2511.25522011,2200.0,2013-11-27,2849.99969,2850.0,205.72347442
2570.0,883350.68802542,1184,3122.58797001,2830.5,2013-11-28,3398.79999,3450.0,282.89056914
2750.0,686094.69160122,1111,3250.8150293,3300.0,2013-11-29,3250.0,3600.0,211.05313142
3003.0,239398.59247995,472,3237.84180552,3250.0,2013-11-30,3189.0,3391.0,73.93770507
2300.0,538259.68778253,869,2744.33066364,3125.0,2013-12-01,2990.0,3191.99999,196.13514323
2849.5,169717.31715526,357,2973.97470717,3000.0,2013-12-02,2899.99999,3100.0,57.06750523
2806.00001,244756.80321818,363,2967.83281986,2899.99979,2013-12-03,2944.99999,3000.0,82.46987552
2914.0,325462.0866273,482,2998.22411437,2944.99998,2013-12-04,2962.1,3099.99999,108.55162063
2551.0,390702.73972008,705,2839.99308403,2999.5,2013-12-05,2750.0,3150.0,137.57172224
2150.0,505630.14751756,736,2520.85394912,2750.0,2013-12-06,2150.0,2950.0,200.57891402
1650.421,371670.71304013,553,2031.664901,2101.0,2013-12-07,1700.0,2659.99,182.93898411
1600.0,164944.57979747,263,2000.33005545,1705.0,2013-12-08,2116.0,2180.0,82.45868193
2101.0,178555.64519032,300,2255.40989625,2116.98,2013-12-09,2375.0,2498.1234,79.16771381
2300.60031,253578.4998027,328,2489.01049114,2375.0,2013-12-10,2545.99999,2622.0,101.87924105
2110.0,189128.75788724,340,2333.8416856,2543.0,2013-12-11,2340.0,2545.99999,81.03752669
2200.0,127180.45813865,221,2275.79406984,2290.0,2013-12-12,2207.01,2364.99999,55.88399224
2050.0,130903.12552498,271,2173.36303996,2209.0,2013-12-13,2137.99,2294.99,60.2306762
2001.0,46057.70315516,93,2050.4505591,2100.0,2013-12-15,2147.05882,2150.0,22.46223541
1640.0,271567.24138379,539,1857.23297407,2147.0,2013-12-16,1685.0,2182.0,146.22141927
1550.0,172369.34122861,353,1743.88903087,1739.99999,2013-12-17,1743.99999,1889.0,98.84192066
750.0,354614.53568862,871,1390.99397917,1700.0,2013-12-18,1360.0,1743.0,254.93606802
1300.0,154781.73572964,493,1730.23305256,1300.0,2013-12-19,1797.99999,1900.0,89.45716041
1572.18309,102875.77325397,213,1715.30431396,1797.99999,2013-12-20,1689.99999,1842.8,59.97523146
1512.17485,67843.28346988,118,1587.96700063,1690.0,2013-12-21,1550.0,1697.0,42.72335851
1592.0,32700.36608672,106,1639.7426168,1596.99999,2013-12-22,1650.0,1698.0,19.94237739
1620.0,79686.69117568,178,1697.07127133,1650.0,2013-12-23,1720.0,1780.0,46.95541815
1681.0,57213.03348382,106,1726.64402132,1710.0,2013-12-24,1740.0,1750.0,33.13539605
1682.01,52439.74126363,157,1725.01231505,1744.0,2013-12-25,1730.0,1755.33,30.39963298
1708.0,102020.93424069,302,1805.54447862,1750.0,2013-12-26,1856.63,1924.0,56.50424869
1801.0,135908.45957363,336,1885.32340977,1857.01,2013-12-27,1889.0,1925.0,72.08761047
1799.0,56756.80858865,186,1829.46117038,1870.0,2013-12-28,1799.0,1891.5,31.02378422
1781.0,30657.91413369,99,1839.53104238,1800.0,2013-12-29,1869.99998,1879.99999,16.66615753
1816.77239,37948.05232438,102,1848.22912288,1825.0,2013-12-30,1855.0,1891.1,20.53211469
1823.33,16640.0764338,54,1859.76327578,1879.0,2013-12-31,1842.0,1889.0,8.9474164
1841.0,51870.20235672,69,1859.09835349,1849.0,2014-01-01,1879.98989,1890.0,27.90073062
1842.33,81733.8448265,204,1911.29395144,1879.98978,2014-01-02,1949.99,1950.0,42.76361821
1889.0,106964.47344985,280,2059.91916727,1910.0,2014-01-03,2089.99999,2107.99999,51.92653923
1990.0,86267.3216161,173,2107.2274479,2089.99999,2014-01-04,2100.0,2198.99998,40.93878034
2106.0,62180.95687395,148,2233.83993216,2150.0,2014-01-05,2296.8,2300.0,27.83590533
2240.0,293711.11795305,682,2367.74852957,2256.00001,2014-01-06,2335.0,2575.0,124.04658446
1900.0,283296.66376871,540,2121.84238181,2299.99989,2014-01-07,2090.0,2340.0,133.51447129
1950.0,98799.09603466,248,2095.21186212,2080.0,2014-01-08,2100.0,2189.89998,47.15470441
2012.0,112057.19638408,260,2101.24987579,2063.08375,2014-01-09,2140.0,2200.0,53.32882951
2083.0,213397.8737538,291,2125.68322241,2104.09,2014-01-10,2155.0,2200.0,100.39025171
2102.0,79801.68759444,131,2196.78951949,2150.1,2014-01-11,2200.00001,2270.0,36.32650597
2086.0,77672.20457285,145,2123.57132716,2185.0,2014-01-12,2100.0,2249.99999,36.57621648
2030.00002,113528.69846529,226,2066.86443443,2099.0,2014-01-13,2084.49999,2100.0,54.92798491
1937.0,103179.06581938,287,2004.66588206,2030.0,2014-01-15,1980.0,2074.99999,51.4694577
1940.0,175370.33517367,401,1980.13068063,2019.99999,2014-01-16,1965.0,2100.0,88.56503103
1859.00001,108397.35070878,268,1924.67617072,1965.0,2014-01-17,1935.0,1999.99997,56.31978634
1930.0,24917.24794271,50,1974.10223436,1934.999,2014-01-18,1950.0,2000.0,12.62206562
1931.0,18881.30000246,72,1971.0651711,1950.0,2014-01-19,1979.9,1998.0,9.57923679
1859.0,118879.06393181,304,1936.74605217,1979.9,2014-01-20,1900.0,2000.0,61.38082161
1860.0,209619.2563302,314,1951.26221914,1899.0,2014-01-21,1902.01001,2089.991,107.42751757
1900.0,101170.01879754,259,1947.92108465,1925.0,2014-01-22,1918.00001,2040.0,51.93743196
1875.0,148505.10750683,222,1902.96905241,1920.0,2014-01-23,1908.0,1980.98799,78.03863511
1860.5,177372.92891555,193,1885.80927463,1900.0,2014-01-24,1900.0,1958.99998,94.05666379
1849.99999,99698.64872379,139,1871.22834338,1900.0,2014-01-25,1850.0,1929.98999,53.27978762
1850.0,31820.97585622,93,1888.55233776,1850.0,2014-01-26,1929.0,1930.0,16.84940111
1860.0,108814.74494755,188,1901.77876999,1928.99999,2014-01-27,1890.0,1966.0,57.21735181
1850.0,110660.435685,293,1899.4295473,1890.0,2014-01-28,1930.0,1964.9,58.2598264
1910.00001,125542.49057345,372,2021.99816096,1920.0,2014-01-29,1935.0,2246.41,62.08833074
1839.99999,190895.8502395,313,1892.00540554,1935.0,2014-01-30,1900.0,2014.0,100.8960385
1812.1243,192252.24187269,545,1862.4897277,1890.0,2014-01-31,1812.1243,1925.0,103.22324951
1836.0,46858.42365686,100,1876.00195729,1836.0,2014-02-01,1850.0,1890.0,24.97781171
1845.49999,19069.45682394,52,1874.76995799,1850.0,2014-02-02,1889.0,1890.0,10.17162492
1850.01,76131.06835803,170,1886.78504493,1870.0,2014-02-03,1919.99999,1940.00003,40.34962465
1834.0,158242.96745472,280,1885.26761297,1919.99999,2014-02-04,1903.0,1950.0,83.93660739
1853.0,136806.87343061,244,1903.52354922,1903.0,2014-02-05,1875.00001,1946.0,71.87033409
1851.0,99952.55073144,244,1890.48322161,1900.0,2014-02-06,1851.0,1920.0,52.87142969
1621.001,243303.039284,487,1783.9058193,1852.00001,2014-02-07,1700.0,1860.0,136.38782757
1598.99999,109128.817928,200,1668.91451243,1749.99999,2014-02-08,1598.99999,1750.0,65.38909999
1560.0,24460.34470953,98,1667.20331155,1598.99999,2014-02-09,1650.0,1696.99,14.6714828
1455.0,207456.0852642,510,1577.14953564,1669.99,2014-02-10,1605.0,1669.99,131.53862749
1560.9,196206.24561046,513,1619.58369963,1609.0,2014-02-11,1600.0,1700.0,121.14609801
1600.0,106946.34836951,204,1624.4420074,1648.93997,2014-02-12,1634.0,1648.98998,65.83574414
1540.0,180197.46018846,309,1621.64726572,1635.0,2014-02-13,1540.0,1671.0,111.12000988
1554.0,49791.45003845,117,1629.18903353,1650.0,2014-02-15,1629.99997,1693.99999,30.56210729
1554.354,49342.38993737,86,1573.98117237,1599.99999,2014-02-16,1560.0,1600.0,31.34878028
1558.01,79489.58234405,244,1594.89842359,1560.0,2014-02-17,1599.0,1663.0,49.83990276
1500.0,202367.44799859,332,1555.36911715,1580.0,2014-02-18,1560.0,1700.0,130.10895341
1500.0,164604.72761645,201,1517.70314219,1560.00001,2014-02-19,1559.0,1593.99987,108.45647152
1311.00001,267580.91076023,515,1470.79216446,1539.0,2014-02-20,1392.17,1600.0,181.92979078
1355.0,97397.41983451,267,1434.52110792,1355.83009,2014-02-21,1489.66355,1600.0,67.89542468
1403.33,39573.27343716,158,1441.66593801,1450.0,2014-02-22,1464.99998,1499.0,27.44968331
1422.0,41355.68955584,103,1464.43406528,1480.0,2014-02-23,1454.0,1499.5,28.24004886
1350.0,86097.31628449,261,1413.35979565,1454.0,2014-02-24,1384.11,1500.0,60.9167719
1200.0,130824.29820743,381,1284.51879608,1355.11,2014-02-25,1300.0,1400.0,101.84693179
1240.0,88538.51639476,232,1356.30732451,1300.0,2014-02-26,1362.00008,1395.0,65.27909626
1360.0,91936.95194352,221,1404.12440616,1379.99997,2014-02-27,1400.0,1440.0,65.47635775
1350.0002,56083.86794148,242,1403.66011272,1400.0,2014-02-28,1419.49996,1435.0,39.9554475
1373.00001,10882.23981588,54,1404.70348774,1380.0001,2014-03-01,1414.0,1419.0,7.74700135
1390.00263,14896.95289023,50,1404.29617935,1414.0,2014-03-02,1395.49689,1419.99999,10.60812748
1391.00001,65211.25100358,161,1538.70283726,1405.21874,2014-03-03,1601.0,1630.0,42.38066599
1400.0,69016.69277893,147,1527.84820241,1601.0,2014-03-04,1520.0,1620.0,45.17248027
1520.0,27221.13146421,131,1537.6361987,1520.0,2014-03-05,1539.99999,1550.0,17.70323272
1485.0,45209.83050495,171,1518.51807711,1500.01001,2014-03-06,1520.0,1540.0,29.77233606
1451.00001,72309.52238068,181,1487.40610794,1519.99999,2014-03-07,1480.0,1529.0,48.6145122
1435.0,14817.30188066,78,1470.97046131,1480.0,2014-03-08,1490.0,1494.0,10.07314713
1400.0,28841.9621448,91,1448.24690377,1490.0,2014-03-09,1499.75,1499.75,19.91508635
1470.0,48385.29681157,146,1492.592859,1470.00001,2014-03-10,1500.0,1500.0,32.41694245
1475.0,43067.53552875,111,1492.67974009,1500.0,2014-03-11,1485.0,1500.0,28.85249553
1434.99999,106943.94910294,208,1485.70241301,1485.0,2014-03-12,1521.101,1528.0,71.98207943
1480.1,56236.45568069,169,1524.91299699,1518.99998,2014-03-13,1556.82278,1556.82278,36.87846834
1482.0,96553.78973086,151,1513.13562268,1550.0,2014-03-14,1535.0,1550.0,63.81040026
1502.0,21239.39284107,65,1525.80693423,1534.0,2014-03-15,1547.999,1550.589,13.92010507
1500.0,47764.00753016,89,1514.53751582,1530.0,2014-03-16,1500.001,1547.999,31.53702502
1452.5,112951.5337978,215,1489.18224024,1514.98989,2014-03-18,1480.0,1514.9899,75.84802635
1480.0,103172.46584418,228,1539.84496998,1480.0,2014-03-19,1549.87,1567.43,67.00185269
1500.0,70818.04804163,203,1527.12941027,1529.99999,2014-03-20,1500.0,1897.5,46.37331163
1492.1,52233.83708278,169,1522.27909612,1510.0,2014-03-21,1505.1,1549.99998,34.31291753
1490.0,32214.55377049,82,1502.52901666,1505.10001,2014-03-22,1490.0,1525.99996,21.44022073
1462.83161,31383.08115756,98,1479.98640157,1509.99998,2014-03-23,1485.98999,1509.99998,21.2049794
1462.84001,81039.97522152,118,1494.0796218,1485.98999,2014-03-24,1471.0001,1499.99,54.24073392
1472.1,73817.73470444,118,1493.94844084,1490.0,2014-03-25,1486.01,1500.0,49.4111662
1481.1,56711.56277864,162,1504.16238052,1499.88888,2014-03-26,1487.0,1524.99999,37.70308546
1346.0,300124.6322536,380,1448.45234609,1488.00001,2014-03-27,1439.99999,1517.89989,207.20366332
1317.00002,105010.79701937,286,1353.00692541,1380.20001,2014-03-28,1369.998,1429.99989,77.6129043
1251.0,32093.22745401,98,1317.69302324,1369.99996,2014-03-29,1263.12345,1370.0,24.35561765
1122.25,57488.96625637,114,1184.19909278,1319.9,2014-03-30,1211.0,1336.0,48.54670689
1124.8,61406.66912921,202,1202.89747598,1201.02111,2014-03-31,1230.0,1285.0,51.04896332
1189.10001,74161.99544571,178,1281.01149532,1189.10001,2014-04-01,1279.99994,1327.0,57.89330987
1102.0,172564.72729251,268,1218.80139105,1236.00001,2014-04-02,1233.94831,1349.99998,141.58560087
1026.19999,98136.30197669,215,1121.02562137,1233.94828,2014-04-03,1160.0,1233.94828,87.54153349
1080.0,67021.98629071,203,1129.09269496,1151.08,2014-04-04,1138.5234,1160.0,59.35915323
1101.0,20993.8242614,83,1129.80624929,1107.00001,2014-04-05,1141.00001,1159.99999,18.58179159
1141.00001,19646.81455712,54,1174.80123286,1141.00001,2014-04-06,1150.0,1200.0,16.72352225
1130.0,46166.56181458,143,1163.68397494,1143.00001,2014-04-07,1140.1,1188.0,39.67276581
1131.00001,31625.06607081,51,1161.01463526,1140.1,2014-04-08,1168.68643,1168.69998,27.23916229
1108.0,60644.43385096,156,1147.69547515,1142.00001,2014-04-09,1133.33,1170.0,52.84017857
751.0,141647.54608468,341,1003.20926065,1108.17001,2014-04-10,897.0,1127.0,141.1944164
840.00001,109522.39109608,279,1020.69508127,896.99999,2014-04-11,1010.0,1170.0,107.3017722
1002.001,35132.66662427,112,1069.57277972,1003.0,2014-04-12,1023.33,1110.0,32.84738289
980.0,27856.29520012,101,1011.35248048,1023.33,2014-04-13,1027.99991,1066.99,27.54360694
991.00001,90500.66826927,252,1081.04769136,1027.99991,2014-04-14,1122.0,1124.99998,83.71570375
1093.0,131876.52380909,324,1153.73622008,1121.0,2014-04-15,1168.00001,1199.99999,114.30387771
1141.0,129476.08528609,284,1166.42057955,1168.00001,2014-04-16,1161.0,1199.99999,111.00291572
1100.0001,28349.46896821,118,1135.51083037,1202.89,2014-04-18,1159.0,1202.89,24.96626911
1147.50001,16617.76251621,61,1172.25346857,1159.0,2014-04-19,1178.99999,1180.0,14.17591243
1138.99999,10725.8397252,55,1169.25341581,1170.0,2014-04-20,1180.0,1180.0,9.17323788
1104.0,32860.00507525,80,1152.22773059,1179.9,2014-04-21,1155.99999,1189.99999,28.51867231
1130.0,81778.536207,274,1190.55356841,1147.0,2014-04-22,1248.5,1249.01,68.68950577
1175.0,111351.10249305,246,1229.56958265,1226.99984,2014-04-23,1240.938,1287.17845,90.5610419
1202.0,61552.87998768,200,1240.92046965,1202.1,2014-04-24,1249.99999,1289.99998,49.60259863
1133.33001,153860.01881994,357,1190.79868624,1245.99992,2014-04-25,1170.99999,1250.0,129.20741398
1157.00001,31723.88632483,124,1177.22759386,1160.00001,2014-04-26,1188.99999,1200.0,26.94796358
1080.0,60396.60838116,119,1136.15585805,1165.35002,2014-04-27,1080.0,1198.96,53.15873518
1060.0,57661.35393026,199,1121.45150691,1115.99999,2014-04-28,1131.0,1174.99997,51.41671626
1125.9,44495.86257921,161,1147.65911496,1148.99856,2014-04-29,1147.79998,1162.96999,38.77097476
1062.0,68612.76407911,240,1097.42779471,1147.79997,2014-04-30,1120.0,1147.79997,62.52143823
1063.0,28924.54498454,62,1083.99322909,1120.0,2014-05-01,1110.0,1129.9875,26.68332625
1065.1,66030.42951569,167,1109.24609252,1110.0,2014-05-02,1147.7992,1147.79999,59.52730414
1095.0,33611.48816817,98,1117.03794572,1102.00003,2014-05-03,1123.99998,1152.96995,30.08983562
1066.0,29263.1233179,89,1087.03831194,1123.0,2014-05-04,1066.51004,1128.999,26.9200478
1079.0,45754.87656503,161,1094.09844688,1109.99999,2014-05-05,1079.0,1118.0,41.81970708
1066.0,80278.61001368,219,1096.19083396,1078.99999,2014-05-06,1090.0,1110.0,73.23415552
1085.0,52921.50231569,233,1112.59612043,1090.0,2014-05-07,1100.00014,1136.5,47.56578002
1090.00001,45338.27483612,181,1115.84854459,1102.10032,2014-05-08,1090.00005,1150.0,40.63120847
1090.00002,77677.02016916,220,1131.6321744,1115.99996,2014-05-09,1155.0,1155.0,68.64157977
1111.99999,23181.2609522,96,1128.66938568,1154.99983,2014-05-10,1124.45012,1155.0,20.53857511
1093.50001,24777.98295629,80,1114.62884164,1124.44983,2014-05-11,1118.98998,1139.0,22.22980604
1091.00001,54712.83399177,163,1106.81668796,1118.98998,2014-05-12,1109.5,1139.99989,49.43260667
1094.0,49700.78384106,193,1112.32816885,1109.5,2014-05-13,1100.10111,1138.99998,44.6817632
1090.0,75324.62646479,183,1110.9305622,1119.99999,2014-05-14,1109.99999,1130.0,67.80318143
1091.00362,61179.08549797,156,1110.00007152,1109.99999,2014-05-15,1102.0,1120.0,55.11628969
1101.5,63623.04526096,166,1121.29830587,1102.00001,2014-05-16,1128.0,1131.0,56.74051671
1102.99999,26077.48166835,74,1111.0772175,1109.00221,2014-05-17,1107.0,1129.9,23.47044945
1103.0,101096.3811925,234,1121.30558169,1103.00001,2014-05-19,1110.0,1150.0,90.15952729
1100.0,94357.60868081,271,1151.28229134,1128.98863,2014-05-20,1185.0,1230.0,81.9587076
1178.20024,67675.19359345,148,1227.73154346,1185.0,2014-05-21,1224.99985,1250.0,55.12214291
1202.10198,134966.7022772,368,1309.26975317,1202.10198,2014-05-22,1324.49996,1360.0,103.08548101
1296.12002,169384.27512685,374,1348.08153976,1296.12003,2014-05-23,1336.0001,1380.0,125.64839005
1316.0,28587.58518223,95,1335.63098128,1336.0001,2014-05-24,1329.0,1365.0,21.40380508
1322.00001,86773.24097086,207,1369.24960327,1329.0,2014-05-25,1388.0,1388.0,63.37284361
1366.86001,143587.38806513,271,1436.44076927,1387.75,2014-05-26,1445.95,1500.0,99.96053519
1270.0,206733.56516408,280,1358.90011249,1415.00001,2014-05-27,1380.00001,1461.99999,152.13301056
1380.00001,39010.6209697,164,1413.37289844,1400.0,2014-05-28,1423.99,1425.0,27.60108179
1305.0,102376.86050291,197,1398.80671189,1422.00001,2014-05-29,1411.10001,1459.99999,73.18871123
1411.00001,97743.0160908,213,1472.93915369,1411.10001,2014-05-30,1480.00049,1524.99997,66.35916755
1467.0,25728.5672806,121,1506.5343615,1480.00048,2014-05-31,1529.49976,1535.00001,17.07798238
1508.0,117088.63850044,205,1573.32163606,1529.49976,2014-06-01,1541.99997,1657.0,74.42129811
1520.0,157212.40511519,250,1599.96919211,1540.0,2014-06-02,1698.84999,1700.0,98.25964518
1585.0,161827.54508911,238,1646.57179509,1698.88,2014-06-03,1600.0,1700.0,98.28149952
1559.99999,86428.35307117,167,1604.97345033,1587.26,2014-06-04,1580.0,1630.0,53.85033195
1557.0,116778.38168997,172,1594.77301634,1580.0,2014-06-05,1600.0,1650.0,73.22570704
1580.0,79865.45984273,123,1596.5709549,1600.0,2014-06-06,1599.93,1600.0,50.02311961
1575.0,21682.26359717,45,1599.67259693,1597.0,2014-06-07,1590.0,1610.0,13.5541883
1560.5,34438.99683976,49,1586.33235374,1590.0,2014-06-08,1563.1,1600.0,21.7098244
1563.11,40556.75042169,119,1597.09172716,1599.99999,2014-06-09,1577.00003,1600.0,25.39412717
1560.5,104570.76332091,190,1581.40024825,1577.00003,2014-06-10,1568.00001,1599.99,66.12542488
1514.0,70988.54458202,138,1562.60235811,1568.00001,2014-06-11,1541.2,1594.998,45.42969247
