datetime,open,high,low,close,volume
1502884800000.0,1000.0,1000.0,998.88,998.88,1.7
1502971200000.0,1000.0,1000.0,1000.0,1000.0,1.3
1503057600000.0,969.01,969.01,969.01,969.01,1.0
1503446400000.0,1044.22,1044.22,1044.22,1044.22,0.09576526
1503576000000.0,1020.0,1020.0,1020.0,1020.0,0.09
1503619200000.0,1089.08,1089.08,1089.08,1089.08,0.024956844
1503662400000.0,1100.0,1500.0,1051.0,1051.0,2.771136501
1503921600000.0,1138.46,1138.46,1138.46,1138.46,0.043918978
1503964800000.0,1120.0,1173.82,1120.0,1173.82,0.066039883
1504008000000.0,1207.25,1225.29,1207.25,1225.29,0.328493374
1504051200000.0,1223.2,1238.63,1223.2,1238.63,6.0517
1504094400000.0,1254.17,1282.43,1254.17,1282.43,3.409069664
1504267200000.0,1295.24,1306.17,1295.24,1299.19,2.394249856
1504310400000.0,1240.0,1258.03,1201.97,1258.03,2.6473
1504353600000.0,1131.92,1131.92,1059.93,1112.3,1.71013
1504440000000.0,1147.1,1147.1,1147.1,1147.1,0.25
1504569600000.0,918.5,1350.0,918.5,1350.0,0.1846
1504612800000.0,968.46,1350.0,968.46,1350.0,0.809274074
1504699200000.0,1142.19,1350.0,1122.86,1349.99,0.94207
1504785600000.0,1299.0,1300.0,1049.57,1049.57,5.503992308
1504828800000.0,1108.53,1290.0,1107.08,1290.0,0.294
1504872000000.0,1057.18,1290.0,922.32,922.32,2.01432182
1505001600000.0,959.23,959.23,959.23,959.23,0.006648865
1505044800000.0,1026.26,1300.0,1026.26,1300.0,0.027987468
1505174400000.0,988.84,988.84,978.85,978.85,0.927621488
1505217600000.0,960.0,960.0,959.23,959.23,0.547351135
1505260800000.0,930.0,930.0,930.0,930.0,0.07613
1505304000000.0,923.91,926.57,923.91,926.57,4.326
1505390400000.0,830.0,830.0,749.42,779.26,3.6038
1505476800000.0,1150.0,1150.0,1150.0,1150.0,0.0702
1505649600000.0,1000.0,1000.0,1000.0,1000.0,0.0281
1505692800000.0,1300.0,1300.0,1300.0,1300.0,0.282253846
1505779200000.0,1300.0,1300.0,1300.0,1300.0,2.4
1505822400000.0,908.46,908.46,908.46,908.46,0.062743544
1505995200000.0,920.01,920.01,825.84,864.74,2.792846866
1506211200000.0,1150.0,1150.0,1150.0,1150.0,0.35626087
