datetime,open,high,low,close,volume
1502452800000.0,953750.3,953750.3,953750.3,953750.3,0.178243719
1502496000000.0,942774.38,942774.38,914742.53,914742.53,1.328876908
1502539200000.0,1199999.0,1199999.0,906421.47,938221.3,1.256213412
1502582400000.0,900003.0,908182.0,873000.41,873000.41,2.600783269
1502625600000.0,895537.27,950000.0,873000.41,950000.0,2.166936789
1502668800000.0,899900.0,918561.14,899900.0,918561.14,1.109990563
1502712000000.0,904433.16,950000.0,851381.8,950000.0,36.575097112
1502755200000.0,911154.26,911154.26,853679.03,853679.04,9.122471597
1502798400000.0,853679.04,853679.04,840000.0,849247.13,2.8748409
1502841600000.0,849247.13,950000.0,849247.13,950000.0,0.125907467
1502884800000.0,901537.4,1100000.0,869156.0,919513.04,15.277274317
1502928000000.0,922462.48,933868.49,921337.44,921337.44,14.851878281
1502971200000.0,928497.02,933660.73,924553.22,924818.85,7.874197424
1503014400000.0,924818.85,931069.99,900000.0,931069.99,6.311382244
1503057600000.0,970000.0,970000.0,895815.5,895815.5,11.797830956
1503100800000.0,901091.94,906177.23,890000.0,890000.0,0.782460043
1503144000000.0,892065.09,915000.0,869156.0,869156.0,0.636935662
1503187200000.0,915000.0,915000.0,869156.0,915000.0,0.656107103
1503230400000.0,915000.0,1100000.0,869156.0,1100000.0,2.28346
1503273600000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.015080645
1503316800000.0,1014798.41,1046550.45,955506.46,1046550.45,1.832500036
1503360000000.0,1046550.45,1046550.45,908681.84,908681.84,2.540613753
1503403200000.0,905465.77,1046549.0,905465.77,962878.95,4.060549758
1503446400000.0,938000.0,965076.27,925035.0,935812.5,3.702506774
1503489600000.0,983152.99,984051.16,916177.04,917500.06,15.402424337
1503532800000.0,969327.14,971642.67,969327.14,971642.67,1.13
1503576000000.0,945262.84,992118.66,928000.0,979319.0,14.155708032
1503619200000.0,935922.67,979319.0,935635.92,960231.58,5.984419178
1503662400000.0,955955.33,998620.0,935000.0,970000.0,13.737053394
1503705600000.0,936001.1,969999.99,936001.0,964999.99,1.05666129
1503748800000.0,964999.99,964999.99,964999.99,964999.99,0.02469758
1503792000000.0,946914.46,946914.46,936001.1,936001.1,0.0131
1503835200000.0,964998.99,964999.0,964998.99,964999.0,0.86497188
1503878400000.0,964999.0,964999.0,955000.0,955000.0,0.002310707
1503921600000.0,936001.1,980000.0,910000.0,910001.1,5.838576726
1503964800000.0,979999.99,998000.0,979999.99,997999.9,0.834408586
1504008000000.0,997999.9,4000000.0,930000.1,1111664.0,13.16212415
1504051200000.0,1055370.76,1111665.0,940001.09,1058208.12,6.309381189
1504094400000.0,1111661.99,1111663.0,1079672.38,1102429.26,36.201976178
1504137600000.0,1111663.0,1111663.0,1088076.66,1111663.0,4.320303037
1504224000000.0,1124657.08,1137895.0,1108736.0,1137895.0,2.210781571
1504267200000.0,1137895.0,1178326.32,1114774.06,1177205.05,31.319067797
1504310400000.0,1114782.0,1150000.0,1100000.0,1100000.0,20.708096609
1504353600000.0,1095000.0,1095000.0,968733.71,968733.71,30.401016734
1504396800000.0,987121.96,1031716.0,987121.96,1031716.0,1.400850053
1504483200000.0,1031711.0,1031711.0,983582.16,983582.16,0.223308064
1504526400000.0,983582.16,1010000.0,400000.0,1009992.0,12.474045653
1504569600000.0,1009992.0,1009992.0,859913.0,859913.0,8.28643124
1504612800000.0,1008999.0,1009994.0,891000.0,1002000.0,8.000641864
1504656000000.0,941002.15,949103.0,900000.0,949103.0,10.362759631
1504699200000.0,900002.0,1000000.0,600000.0,900026.0,4.684515617
1504742400000.0,981111.7,990000.0,900003.0,900003.0,1.308787096
1504785600000.0,989998.0,989999.0,900008.0,900011.0,6.410059841
1504828800000.0,964999.0,965000.0,901014.0,901014.0,3.436390232
1504872000000.0,959998.0,975000.0,800000.0,916567.0,20.667878815
1504915200000.0,916567.0,916567.0,867701.0,867701.0,2.1367
1504958400000.0,901566.0,917999.0,863307.0,917999.0,2.224463717
1505001600000.0,959999.0,959999.0,959999.0,959999.0,0.312050325
1505044800000.0,949999.0,949999.0,863311.0,949997.0,1.421049699
1505088000000.0,949997.0,949997.0,949997.0,949997.0,0.021469541
1505131200000.0,877911.8,896221.67,842751.72,842751.72,8.569339935
1505174400000.0,890088.29,896219.0,890088.29,896218.0,3.210029123
1505217600000.0,893997.0,893997.0,825300.0,881523.85,10.144504163
1505260800000.0,876908.23,876908.23,800000.0,800000.0,5.702204864
1505304000000.0,777377.61,837075.96,745171.5,837075.96,6.603396108
1505347200000.0,787517.0,833346.02,787517.0,787518.0,1.447284312
1505390400000.0,794626.32,794626.32,659052.62,688657.39,15.872902057
1505433600000.0,670846.0,701420.0,662306.0,701420.0,0.599069135
1505476800000.0,701420.0,867407.0,662306.0,867407.0,13.151207648
1505520000000.0,867407.0,940000.0,867407.0,940000.0,1.224017414
1505563200000.0,731002.0,939999.0,731002.0,939996.0,0.164641048
1505649600000.0,731008.0,849999.0,731008.0,731012.0,1.264886466
1505692800000.0,849999.0,849999.0,731013.0,839996.0,0.956771035
1505736000000.0,841264.57,849998.0,808083.0,810000.0,1.479211693
1505779200000.0,839998.0,839998.0,750000.0,750000.0,7.010254838
1505822400000.0,829999.0,829999.0,825998.0,825998.0,0.542321129
1505865600000.0,825998.0,825998.0,825998.0,825998.0,0.005040322
1505908800000.0,760002.0,825996.0,760002.0,825899.0,7.019995923
1505952000000.0,776001.0,825897.0,776001.0,825897.0,1.017551411
1505995200000.0,776001.0,825898.0,776001.0,819999.0,6.567592496
1506038400000.0,824000.0,825749.0,779000.0,779000.0,13.980675716
1506081600000.0,825749.0,940000.0,760001.0,760001.0,14.249162266
1506124800000.0,760001.0,839999.0,760001.0,839999.0,0.334303699
1506168000000.0,783269.13,849999.0,760001.0,849995.0,1.156865826
1506211200000.0,854999.0,854999.0,790000.0,790000.0,4.885604838
1506254400000.0,790000.0,800000.0,420000.0,420000.0,12.379398287
1506297600000.0,800000.0,800000.0,800000.0,800000.0,2.229999895
1506340800000.0,800000.0,849998.0,800000.0,834129.19,16.078257198
1506384000000.0,834130.0,840000.0,510001.0,510001.0,3.6785273
1506427200000.0,831382.38,839997.0,510002.0,719902.0,0.812636322
1506470400000.0,820996.0,820996.0,790000.0,820993.0,4.200550564
1506513600000.0,790000.0,869900.0,719902.0,869900.0,10.379234901
1506556800000.0,790005.0,790006.0,790005.0,790006.0,5.5649
1506600000000.0,790008.0,838999.0,790006.0,800000.0,3.872747896
1506643200000.0,800000.0,800000.0,790001.0,790001.0,1.427131854
1506686400000.0,790001.0,800000.0,790001.0,800000.0,0.639224
1506729600000.0,799999.0,799999.0,799999.0,799999.0,0.00304
1506816000000.0,854884.0,854884.0,854884.0,854884.0,0.011088709
1506859200000.0,790005.0,839999.0,790001.0,790001.0,0.579406328
